Gene_num,Gene_name,NodeType,Textual_gene_name
2152,ADCY9-METH,Gene-METH,ADCY9 promoter
2153,ADCYAP1-METH,Gene-METH,ADCYAP1 promoter
2154,ADCYAP1R1-METH,Gene-METH,ADCYAP1R1 promoter
2155,ADGRB1-METH,Gene-METH,ADGRB1 promoter
2156,ADIPOQ-METH,Gene-METH,ADIPOQ promoter
2157,ADIPOR1-METH,Gene-METH,ADIPOR1 promoter
2158,ADIPOR2-METH,Gene-METH,ADIPOR2 promoter
2159,ADORA1-METH,Gene-METH,ADORA1 promoter
2160,ADORA2A-METH,Gene-METH,ADORA2A promoter
2161,ADORA2B-METH,Gene-METH,ADORA2B promoter
2162,ADORA3-METH,Gene-METH,ADORA3 promoter
2163,ADRA1A-METH,Gene-METH,ADRA1A promoter
2164,ADRA1B-METH,Gene-METH,ADRA1B promoter
2165,ADRA1D-METH,Gene-METH,ADRA1D promoter
2166,ADRA2A-METH,Gene-METH,ADRA2A promoter
2167,ADRA2B-METH,Gene-METH,ADRA2B promoter
2168,ADRA2C-METH,Gene-METH,ADRA2C promoter
2169,ADRB1-METH,Gene-METH,ADRB1 promoter
2170,ADRB2-METH,Gene-METH,ADRB2 promoter
2171,ADRB3-METH,Gene-METH,ADRB3 promoter
2172,AFP-METH,Gene-METH,AFP promoter
2173,AGAP2-METH,Gene-METH,AGAP2 promoter
2174,AGER-METH,Gene-METH,AGER promoter
2175,AGRP-METH,Gene-METH,AGRP promoter
2176,AGT-METH,Gene-METH,AGT promoter
2177,AGTR1-METH,Gene-METH,AGTR1 promoter
2178,AIFM2-METH,Gene-METH,AIFM2 promoter
2179,AIM2-METH,Gene-METH,AIM2 promoter
2180,AJUBA-METH,Gene-METH,AJUBA promoter
2181,AKT1-METH,Gene-METH,AKT1 promoter
2182,AKT1S1-METH,Gene-METH,AKT1S1 promoter
2183,AKT2-METH,Gene-METH,AKT2 promoter
2184,AKT3-METH,Gene-METH,AKT3 promoter
2185,ALDOA-METH,Gene-METH,ALDOA promoter
2186,ALDOB-METH,Gene-METH,ALDOB promoter
2187,ALDOC-METH,Gene-METH,ALDOC promoter
2188,AMH-METH,Gene-METH,AMH promoter
2189,AMHR2-METH,Gene-METH,AMHR2 promoter
2190,AMOT-METH,Gene-METH,AMOT promoter
2191,ANAPC5-METH,Gene-METH,ANAPC5 promoter
2192,ANGPT1-METH,Gene-METH,ANGPT1 promoter
2193,ANGPT2-METH,Gene-METH,ANGPT2 promoter
2194,ANGPT4-METH,Gene-METH,ANGPT4 promoter
2195,ANGPTL4-METH,Gene-METH,ANGPTL4 promoter
2196,AOX1-METH,Gene-METH,AOX1 promoter
2197,APAF1-METH,Gene-METH,APAF1 promoter
2198,APBB1IP-METH,Gene-METH,APBB1IP promoter
2199,APC-METH,Gene-METH,APC promoter
2200,APC2-METH,Gene-METH,APC2 promoter
2201,APH1A-METH,Gene-METH,APH1A promoter
2202,APH1B-METH,Gene-METH,APH1B promoter
2203,APLN-METH,Gene-METH,APLN promoter
2204,APLNR-METH,Gene-METH,APLNR promoter
2205,APOA1-METH,Gene-METH,APOA1 promoter
2206,APOA2-METH,Gene-METH,APOA2 promoter
2207,APOA5-METH,Gene-METH,APOA5 promoter
2208,APOC3-METH,Gene-METH,APOC3 promoter
2209,AQP7-METH,Gene-METH,AQP7 promoter
2210,ARAF-METH,Gene-METH,ARAF promoter
2211,ARAP3-METH,Gene-METH,ARAP3 promoter
2212,AREG-METH,Gene-METH,AREG promoter
2213,ARF1-METH,Gene-METH,ARF1 promoter
2214,ARF6-METH,Gene-METH,ARF6 promoter
2215,ARHGDIA-METH,Gene-METH,ARHGDIA promoter
2216,ARHGDIB-METH,Gene-METH,ARHGDIB promoter
2217,ARHGDIG-METH,Gene-METH,ARHGDIG promoter
2218,ARHGEF12-METH,Gene-METH,ARHGEF12 promoter
2219,ARNT-METH,Gene-METH,ARNT promoter
2220,ARRB1-METH,Gene-METH,ARRB1 promoter
2221,ARRB2-METH,Gene-METH,ARRB2 promoter
2222,ASPH-METH,Gene-METH,ASPH promoter
2223,ATF2-METH,Gene-METH,ATF2 promoter
2224,ATF4-METH,Gene-METH,ATF4 promoter
2225,ATF6B-METH,Gene-METH,ATF6B promoter
2226,ATG12-METH,Gene-METH,ATG12 promoter
2227,ATG16L1-METH,Gene-METH,ATG16L1 promoter
2228,ATG5-METH,Gene-METH,ATG5 promoter
2229,ATM-METH,Gene-METH,ATM promoter
2230,ATP1A1-METH,Gene-METH,ATP1A1 promoter
2231,ATP1A2-METH,Gene-METH,ATP1A2 promoter
2232,ATP1A3-METH,Gene-METH,ATP1A3 promoter
2233,ATP1A4-METH,Gene-METH,ATP1A4 promoter
2234,ATP1B1-METH,Gene-METH,ATP1B1 promoter
2235,ATP1B2-METH,Gene-METH,ATP1B2 promoter
2236,ATP1B3-METH,Gene-METH,ATP1B3 promoter
2237,ATP1B4-METH,Gene-METH,ATP1B4 promoter
2238,ATP2A1-METH,Gene-METH,ATP2A1 promoter
2239,ATP2A2-METH,Gene-METH,ATP2A2 promoter
2240,ATP2A3-METH,Gene-METH,ATP2A3 promoter
2241,ATP2B1-METH,Gene-METH,ATP2B1 promoter
2242,ATP2B2-METH,Gene-METH,ATP2B2 promoter
2243,ATP2B3-METH,Gene-METH,ATP2B3 promoter
2244,ATP2B4-METH,Gene-METH,ATP2B4 promoter
2245,ATP6V1A-METH,Gene-METH,ATP6V1A promoter
2246,ATP6V1B1-METH,Gene-METH,ATP6V1B1 promoter
2247,ATP6V1B2-METH,Gene-METH,ATP6V1B2 promoter
2248,ATP6V1C1-METH,Gene-METH,ATP6V1C1 promoter
2249,ATP6V1C2-METH,Gene-METH,ATP6V1C2 promoter
2250,ATP6V1D-METH,Gene-METH,ATP6V1D promoter
2251,ATP6V1E1-METH,Gene-METH,ATP6V1E1 promoter
2252,ATP6V1E2-METH,Gene-METH,ATP6V1E2 promoter
2253,ATP6V1F-METH,Gene-METH,ATP6V1F promoter
2254,ATP6V1G1-METH,Gene-METH,ATP6V1G1 promoter
2255,ATP6V1G2-METH,Gene-METH,ATP6V1G2 promoter
2256,ATP6V1G3-METH,Gene-METH,ATP6V1G3 promoter
2257,ATP6V1H-METH,Gene-METH,ATP6V1H promoter
2258,ATR-METH,Gene-METH,ATR promoter
2259,ATXN1-METH,Gene-METH,ATXN1 promoter
2260,ATXN1L-METH,Gene-METH,ATXN1L promoter
2261,AVP-METH,Gene-METH,AVP promoter
2262,AVPR1A-METH,Gene-METH,AVPR1A promoter
2263,AVPR1B-METH,Gene-METH,AVPR1B promoter
2264,AVPR2-METH,Gene-METH,AVPR2 promoter
2265,AXIN1-METH,Gene-METH,AXIN1 promoter
2266,AXIN2-METH,Gene-METH,AXIN2 promoter
2267,AZI2-METH,Gene-METH,AZI2 promoter
2268,BAD-METH,Gene-METH,BAD promoter
2269,BAG4-METH,Gene-METH,BAG4 promoter
2270,BAMBI-METH,Gene-METH,BAMBI promoter
2271,BAX-METH,Gene-METH,BAX promoter
2272,BBC3-METH,Gene-METH,BBC3 promoter
2273,BCAR1-METH,Gene-METH,BCAR1 promoter
2274,BCL10-METH,Gene-METH,BCL10 promoter
2275,BCL2-METH,Gene-METH,BCL2 promoter
2276,BCL2A1-METH,Gene-METH,BCL2A1 promoter
2277,BCL2L1-METH,Gene-METH,BCL2L1 promoter
2278,BCL2L11-METH,Gene-METH,BCL2L11 promoter
2279,BCL3-METH,Gene-METH,BCL3 promoter
2280,BCL6-METH,Gene-METH,BCL6 promoter
2281,BDKRB1-METH,Gene-METH,BDKRB1 promoter
2282,BDKRB2-METH,Gene-METH,BDKRB2 promoter
2283,BDNF-METH,Gene-METH,BDNF promoter
2284,BECN1-METH,Gene-METH,BECN1 promoter
2285,BECN2-METH,Gene-METH,BECN2 promoter
2286,BID-METH,Gene-METH,BID promoter
2287,BIRC2-METH,Gene-METH,BIRC2 promoter
2288,BIRC3-METH,Gene-METH,BIRC3 promoter
2289,BIRC5-METH,Gene-METH,BIRC5 promoter
2290,BLNK-METH,Gene-METH,BLNK promoter
2291,BMP2-METH,Gene-METH,BMP2 promoter
2292,BMP4-METH,Gene-METH,BMP4 promoter
2293,BMP5-METH,Gene-METH,BMP5 promoter
2294,BMP6-METH,Gene-METH,BMP6 promoter
2295,BMP7-METH,Gene-METH,BMP7 promoter
2296,BMP8A-METH,Gene-METH,BMP8A promoter
2297,BMP8B-METH,Gene-METH,BMP8B promoter
2298,BMPR1A-METH,Gene-METH,BMPR1A promoter
2299,BMPR1B-METH,Gene-METH,BMPR1B promoter
2300,BMPR2-METH,Gene-METH,BMPR2 promoter
2301,BNIP3-METH,Gene-METH,BNIP3 promoter
2302,BOC-METH,Gene-METH,BOC promoter
2303,BRAF-METH,Gene-METH,BRAF promoter
2304,BRAP-METH,Gene-METH,BRAP promoter
2305,BRCA1-METH,Gene-METH,BRCA1 promoter
2306,BRCC3-METH,Gene-METH,BRCC3 promoter
2307,BTC-METH,Gene-METH,BTC promoter
2308,BTK-METH,Gene-METH,BTK promoter
2309,BTRC-METH,Gene-METH,BTRC promoter
2310,CAB39-METH,Gene-METH,CAB39 promoter
2311,CAB39L-METH,Gene-METH,CAB39L promoter
2312,CACNA1A-METH,Gene-METH,CACNA1A promoter
2313,CACNA1B-METH,Gene-METH,CACNA1B promoter
2314,CACNA1C-METH,Gene-METH,CACNA1C promoter
2315,CACNA1D-METH,Gene-METH,CACNA1D promoter
2316,CACNA1E-METH,Gene-METH,CACNA1E promoter
2317,CACNA1F-METH,Gene-METH,CACNA1F promoter
2318,CACNA1G-METH,Gene-METH,CACNA1G promoter
2319,CACNA1H-METH,Gene-METH,CACNA1H promoter
2320,CACNA1I-METH,Gene-METH,CACNA1I promoter
2321,CACNA1S-METH,Gene-METH,CACNA1S promoter
2322,CACNA2D1-METH,Gene-METH,CACNA2D1 promoter
2323,CACNA2D2-METH,Gene-METH,CACNA2D2 promoter
2324,CACNA2D3-METH,Gene-METH,CACNA2D3 promoter
2325,CACNA2D4-METH,Gene-METH,CACNA2D4 promoter
2326,CACNB1-METH,Gene-METH,CACNB1 promoter
2327,CACNB2-METH,Gene-METH,CACNB2 promoter
2328,CACNB3-METH,Gene-METH,CACNB3 promoter
2329,CACNB4-METH,Gene-METH,CACNB4 promoter
2330,CACNG1-METH,Gene-METH,CACNG1 promoter
2331,CACNG2-METH,Gene-METH,CACNG2 promoter
2332,CACNG3-METH,Gene-METH,CACNG3 promoter
2333,CACNG4-METH,Gene-METH,CACNG4 promoter
2334,CACNG5-METH,Gene-METH,CACNG5 promoter
2335,CACNG6-METH,Gene-METH,CACNG6 promoter
2336,CACNG7-METH,Gene-METH,CACNG7 promoter
2337,CACNG8-METH,Gene-METH,CACNG8 promoter
2338,CACYBP-METH,Gene-METH,CACYBP promoter
2339,CALM1-METH,Gene-METH,CALM1 promoter
2340,CALM2-METH,Gene-METH,CALM2 promoter
2341,CALM3-METH,Gene-METH,CALM3 promoter
2342,CALML3-METH,Gene-METH,CALML3 promoter
2343,CALML4-METH,Gene-METH,CALML4 promoter
2344,CALML5-METH,Gene-METH,CALML5 promoter
2345,CALML6-METH,Gene-METH,CALML6 promoter
2346,CAMK1-METH,Gene-METH,CAMK1 promoter
2347,CAMK1D-METH,Gene-METH,CAMK1D promoter
2348,CAMK1G-METH,Gene-METH,CAMK1G promoter
2349,CAMK2A-METH,Gene-METH,CAMK2A promoter
2350,CAMK2B-METH,Gene-METH,CAMK2B promoter
2351,CAMK2D-METH,Gene-METH,CAMK2D promoter
2352,CAMK2G-METH,Gene-METH,CAMK2G promoter
2353,CAMK4-METH,Gene-METH,CAMK4 promoter
2354,CAMKK2-METH,Gene-METH,CAMKK2 promoter
2355,CAMP-METH,Gene-METH,CAMP promoter
2356,CARD10-METH,Gene-METH,CARD10 promoter
2357,CARD11-METH,Gene-METH,CARD11 promoter
2358,CARD14-METH,Gene-METH,CARD14 promoter
2359,CARD16-METH,Gene-METH,CARD16 promoter
2360,CARD18-METH,Gene-METH,CARD18 promoter
2361,CARD6-METH,Gene-METH,CARD6 promoter
2362,CARD8-METH,Gene-METH,CARD8 promoter
2363,CARD9-METH,Gene-METH,CARD9 promoter
2364,CASP1-METH,Gene-METH,CASP1 promoter
2365,CASP10-METH,Gene-METH,CASP10 promoter
2366,CASP12-METH,Gene-METH,CASP12 promoter
2367,CASP3-METH,Gene-METH,CASP3 promoter
2368,CASP4-METH,Gene-METH,CASP4 promoter
2369,CASP5-METH,Gene-METH,CASP5 promoter
2370,CASP7-METH,Gene-METH,CASP7 promoter
2371,CASP8-METH,Gene-METH,CASP8 promoter
2372,CASP9-METH,Gene-METH,CASP9 promoter
2373,CASQ1-METH,Gene-METH,CASQ1 promoter
2374,CASQ2-METH,Gene-METH,CASQ2 promoter
2375,CASR-METH,Gene-METH,CASR promoter
2376,CAT-METH,Gene-METH,CAT promoter
2377,CBL-METH,Gene-METH,CBL promoter
2378,CBLB-METH,Gene-METH,CBLB promoter
2379,CCKAR-METH,Gene-METH,CCKAR promoter
2380,CCKBR-METH,Gene-METH,CCKBR promoter
2381,CCL1-METH,Gene-METH,CCL1 promoter
2382,CCL11-METH,Gene-METH,CCL11 promoter
2383,CCL13-METH,Gene-METH,CCL13 promoter
2384,CCL14-METH,Gene-METH,CCL14 promoter
2385,CCL15-METH,Gene-METH,CCL15 promoter
2386,CCL16-METH,Gene-METH,CCL16 promoter
2387,CCL17-METH,Gene-METH,CCL17 promoter
2388,CCL18-METH,Gene-METH,CCL18 promoter
2389,CCL19-METH,Gene-METH,CCL19 promoter
2390,CCL2-METH,Gene-METH,CCL2 promoter
2391,CCL20-METH,Gene-METH,CCL20 promoter
2392,CCL21-METH,Gene-METH,CCL21 promoter
2393,CCL22-METH,Gene-METH,CCL22 promoter
2394,CCL23-METH,Gene-METH,CCL23 promoter
2395,CCL24-METH,Gene-METH,CCL24 promoter
2396,CCL25-METH,Gene-METH,CCL25 promoter
2397,CCL26-METH,Gene-METH,CCL26 promoter
2398,CCL27-METH,Gene-METH,CCL27 promoter
2399,CCL28-METH,Gene-METH,CCL28 promoter
2400,CCL3-METH,Gene-METH,CCL3 promoter
2401,CCL3L3-METH,Gene-METH,CCL3L3 promoter
2402,CCL4-METH,Gene-METH,CCL4 promoter
2403,CCL4L2-METH,Gene-METH,CCL4L2 promoter
2404,CCL5-METH,Gene-METH,CCL5 promoter
2405,CCL7-METH,Gene-METH,CCL7 promoter
2406,CCL8-METH,Gene-METH,CCL8 promoter
2407,CCNA1-METH,Gene-METH,CCNA1 promoter
2408,CCNA2-METH,Gene-METH,CCNA2 promoter
2409,CCNB1-METH,Gene-METH,CCNB1 promoter
2410,CCNB2-METH,Gene-METH,CCNB2 promoter
2411,CCNB3-METH,Gene-METH,CCNB3 promoter
2412,CCND1-METH,Gene-METH,CCND1 promoter
2413,CCND2-METH,Gene-METH,CCND2 promoter
2414,CCND3-METH,Gene-METH,CCND3 promoter
2415,CCNE1-METH,Gene-METH,CCNE1 promoter
2416,CCNE2-METH,Gene-METH,CCNE2 promoter
2417,CCNG1-METH,Gene-METH,CCNG1 promoter
2418,CCNG2-METH,Gene-METH,CCNG2 promoter
2419,CCR1-METH,Gene-METH,CCR1 promoter
2420,CCR10-METH,Gene-METH,CCR10 promoter
2421,CCR2-METH,Gene-METH,CCR2 promoter
2422,CCR3-METH,Gene-METH,CCR3 promoter
2423,CCR4-METH,Gene-METH,CCR4 promoter
2424,CCR5-METH,Gene-METH,CCR5 promoter
2425,CCR6-METH,Gene-METH,CCR6 promoter
2426,CCR7-METH,Gene-METH,CCR7 promoter
2427,CCR8-METH,Gene-METH,CCR8 promoter
2428,CCR9-METH,Gene-METH,CCR9 promoter
2429,CD14-METH,Gene-METH,CD14 promoter
2430,CD19-METH,Gene-METH,CD19 promoter
2431,CD209-METH,Gene-METH,CD209 promoter
2432,CD22-METH,Gene-METH,CD22 promoter
2433,CD247-METH,Gene-METH,CD247 promoter
2434,CD28-METH,Gene-METH,CD28 promoter
2435,CD36-METH,Gene-METH,CD36 promoter
2436,CD38-METH,Gene-METH,CD38 promoter
2437,CD3E-METH,Gene-METH,CD3E promoter
2438,CD4-METH,Gene-METH,CD4 promoter
2439,CD40-METH,Gene-METH,CD40 promoter
2440,CD40LG-METH,Gene-METH,CD40LG promoter
2441,CD72-METH,Gene-METH,CD72 promoter
2442,CD79A-METH,Gene-METH,CD79A promoter
2443,CD79B-METH,Gene-METH,CD79B promoter
2444,CD80-METH,Gene-METH,CD80 promoter
2445,CD82-METH,Gene-METH,CD82 promoter
2446,CD86-METH,Gene-METH,CD86 promoter
2447,CD8A-METH,Gene-METH,CD8A promoter
2448,CD8B-METH,Gene-METH,CD8B promoter
2449,CDC25B-METH,Gene-METH,CDC25B promoter
2450,CDC37-METH,Gene-METH,CDC37 promoter
2451,CDC42-METH,Gene-METH,CDC42 promoter
2452,CDH1-METH,Gene-METH,CDH1 promoter
2453,CDK1-METH,Gene-METH,CDK1 promoter
2454,CDK2-METH,Gene-METH,CDK2 promoter
2455,CDK4-METH,Gene-METH,CDK4 promoter
2456,CDK6-METH,Gene-METH,CDK6 promoter
2457,CDKN1A-METH,Gene-METH,CDKN1A promoter
2458,CDKN1B-METH,Gene-METH,CDKN1B promoter
2459,CDKN2A-METH,Gene-METH,CDKN2A promoter
2460,CDKN2B-METH,Gene-METH,CDKN2B promoter
2461,CDKN2D-METH,Gene-METH,CDKN2D promoter
2462,CDON-METH,Gene-METH,CDON promoter
2463,CEBPB-METH,Gene-METH,CEBPB promoter
2464,CER1-METH,Gene-METH,CER1 promoter
2465,CFLAR-METH,Gene-METH,CFLAR promoter
2466,CFTR-METH,Gene-METH,CFTR promoter
2467,CGA-METH,Gene-METH,CGA promoter
2468,CHAD-METH,Gene-METH,CHAD promoter
2469,CHD8-METH,Gene-METH,CHD8 promoter
2470,CHEK1-METH,Gene-METH,CHEK1 promoter
2471,CHEK2-METH,Gene-METH,CHEK2 promoter
2472,CHRD-METH,Gene-METH,CHRD promoter
2473,CHRM1-METH,Gene-METH,CHRM1 promoter
2474,CHRM2-METH,Gene-METH,CHRM2 promoter
2475,CHRM3-METH,Gene-METH,CHRM3 promoter
2476,CHRM5-METH,Gene-METH,CHRM5 promoter
2477,CHRNA7-METH,Gene-METH,CHRNA7 promoter
2478,CHUK-METH,Gene-METH,CHUK promoter
2479,CIR1-METH,Gene-METH,CIR1 promoter
2480,CISH-METH,Gene-METH,CISH promoter
2481,CLEC1B-METH,Gene-METH,CLEC1B promoter
2482,CLEC4D-METH,Gene-METH,CLEC4D promoter
2483,CLEC4E-METH,Gene-METH,CLEC4E promoter
2484,CLEC4M-METH,Gene-METH,CLEC4M promoter
2485,CLEC6A-METH,Gene-METH,CLEC6A promoter
2486,CLEC7A-METH,Gene-METH,CLEC7A promoter
2487,CLIP1-METH,Gene-METH,CLIP1 promoter
2488,CNGA1-METH,Gene-METH,CNGA1 promoter
2489,CNGA2-METH,Gene-METH,CNGA2 promoter
2490,CNGA3-METH,Gene-METH,CNGA3 promoter
2491,CNGA4-METH,Gene-METH,CNGA4 promoter
2492,CNGB1-METH,Gene-METH,CNGB1 promoter
2493,CNGB3-METH,Gene-METH,CNGB3 promoter
2494,CNR1-METH,Gene-METH,CNR1 promoter
2495,CNTF-METH,Gene-METH,CNTF promoter
2496,CNTFR-METH,Gene-METH,CNTFR promoter
2497,COL1A1-METH,Gene-METH,COL1A1 promoter
2498,COL1A2-METH,Gene-METH,COL1A2 promoter
2499,COL2A1-METH,Gene-METH,COL2A1 promoter
2500,COL3A1-METH,Gene-METH,COL3A1 promoter
2501,COL4A1-METH,Gene-METH,COL4A1 promoter
2502,COL4A2-METH,Gene-METH,COL4A2 promoter
2503,COL4A3-METH,Gene-METH,COL4A3 promoter
2504,COL4A4-METH,Gene-METH,COL4A4 promoter
2505,COL4A5-METH,Gene-METH,COL4A5 promoter
2506,COL4A6-METH,Gene-METH,COL4A6 promoter
2507,COL6A1-METH,Gene-METH,COL6A1 promoter
2508,COL6A2-METH,Gene-METH,COL6A2 promoter
2509,COL6A3-METH,Gene-METH,COL6A3 promoter
2510,COL6A5-METH,Gene-METH,COL6A5 promoter
2511,COL6A6-METH,Gene-METH,COL6A6 promoter
2512,COL9A1-METH,Gene-METH,COL9A1 promoter
2513,COL9A2-METH,Gene-METH,COL9A2 promoter
2514,COL9A3-METH,Gene-METH,COL9A3 promoter
2515,COMP-METH,Gene-METH,COMP promoter
2516,CPT1A-METH,Gene-METH,CPT1A promoter
2517,CPT1B-METH,Gene-METH,CPT1B promoter
2518,CPT1C-METH,Gene-METH,CPT1C promoter
2519,CPT2-METH,Gene-METH,CPT2 promoter
2520,CREB1-METH,Gene-METH,CREB1 promoter
2521,CREB3-METH,Gene-METH,CREB3 promoter
2522,CREB3L1-METH,Gene-METH,CREB3L1 promoter
2523,CREB3L2-METH,Gene-METH,CREB3L2 promoter
2524,CREB3L3-METH,Gene-METH,CREB3L3 promoter
2525,CREB3L4-METH,Gene-METH,CREB3L4 promoter
2526,CREB5-METH,Gene-METH,CREB5 promoter
2527,CREBBP-METH,Gene-METH,CREBBP promoter
2528,CRK-METH,Gene-METH,CRK promoter
2529,CRKL-METH,Gene-METH,CRKL promoter
2530,CRLF2-METH,Gene-METH,CRLF2 promoter
2531,CRTC2-METH,Gene-METH,CRTC2 promoter
2532,CSF1-METH,Gene-METH,CSF1 promoter
2533,CSF1R-METH,Gene-METH,CSF1R promoter
2534,CSF2-METH,Gene-METH,CSF2 promoter
2535,CSF2RA-METH,Gene-METH,CSF2RA promoter
2536,CSF2RB-METH,Gene-METH,CSF2RB promoter
2537,CSF3-METH,Gene-METH,CSF3 promoter
2538,CSF3R-METH,Gene-METH,CSF3R promoter
2539,CSH1-METH,Gene-METH,CSH1 promoter
2540,CSH2-METH,Gene-METH,CSH2 promoter
2541,CSN2-METH,Gene-METH,CSN2 promoter
2542,CSNK1A1-METH,Gene-METH,CSNK1A1 promoter
2543,CSNK1A1L-METH,Gene-METH,CSNK1A1L promoter
2544,CSNK1D-METH,Gene-METH,CSNK1D promoter
2545,CSNK1E-METH,Gene-METH,CSNK1E promoter
2546,CSNK1G1-METH,Gene-METH,CSNK1G1 promoter
2547,CSNK1G2-METH,Gene-METH,CSNK1G2 promoter
2548,CSNK1G3-METH,Gene-METH,CSNK1G3 promoter
2549,CSNK2A1-METH,Gene-METH,CSNK2A1 promoter
2550,CSNK2A2-METH,Gene-METH,CSNK2A2 promoter
2551,CSNK2A3-METH,Gene-METH,CSNK2A3 promoter
2552,CSNK2B-METH,Gene-METH,CSNK2B promoter
2553,CTBP1-METH,Gene-METH,CTBP1 promoter
2554,CTBP2-METH,Gene-METH,CTBP2 promoter
2555,CTF1-METH,Gene-METH,CTF1 promoter
2556,CTLA4-METH,Gene-METH,CTLA4 promoter
2557,CTNNA1-METH,Gene-METH,CTNNA1 promoter
2558,CTNNA2-METH,Gene-METH,CTNNA2 promoter
2559,CTNNA3-METH,Gene-METH,CTNNA3 promoter
2560,CTNNB1-METH,Gene-METH,CTNNB1 promoter
2561,CTNNBIP1-METH,Gene-METH,CTNNBIP1 promoter
2562,CTNND1-METH,Gene-METH,CTNND1 promoter
2563,CTNND2-METH,Gene-METH,CTNND2 promoter
2564,CTSB-METH,Gene-METH,CTSB promoter
2565,CTSD-METH,Gene-METH,CTSD promoter
2566,CUL1-METH,Gene-METH,CUL1 promoter
2567,CUL3-METH,Gene-METH,CUL3 promoter
2568,CX3CL1-METH,Gene-METH,CX3CL1 promoter
2569,CX3CR1-METH,Gene-METH,CX3CR1 promoter
2570,CXCL1-METH,Gene-METH,CXCL1 promoter
2571,CXCL10-METH,Gene-METH,CXCL10 promoter
2572,CXCL11-METH,Gene-METH,CXCL11 promoter
2573,CXCL12-METH,Gene-METH,CXCL12 promoter
2574,CXCL13-METH,Gene-METH,CXCL13 promoter
2575,CXCL14-METH,Gene-METH,CXCL14 promoter
2576,CXCL16-METH,Gene-METH,CXCL16 promoter
2577,CXCL2-METH,Gene-METH,CXCL2 promoter
2578,CXCL3-METH,Gene-METH,CXCL3 promoter
2579,CXCL5-METH,Gene-METH,CXCL5 promoter
2580,CXCL6-METH,Gene-METH,CXCL6 promoter
2581,CXCL8-METH,Gene-METH,CXCL8 promoter
2582,CXCL9-METH,Gene-METH,CXCL9 promoter
2583,CXCR1-METH,Gene-METH,CXCR1 promoter
2584,CXCR2-METH,Gene-METH,CXCR2 promoter
2585,CXCR3-METH,Gene-METH,CXCR3 promoter
2586,CXCR4-METH,Gene-METH,CXCR4 promoter
2587,CXCR5-METH,Gene-METH,CXCR5 promoter
2588,CXCR6-METH,Gene-METH,CXCR6 promoter
2589,CXXC4-METH,Gene-METH,CXXC4 promoter
2590,CYBA-METH,Gene-METH,CYBA promoter
2591,CYBB-METH,Gene-METH,CYBB promoter
2592,CYCS-METH,Gene-METH,CYCS promoter
2593,CYLD-METH,Gene-METH,CYLD promoter
2594,CYP17A1-METH,Gene-METH,CYP17A1 promoter
2595,CYP27A1-METH,Gene-METH,CYP27A1 promoter
2596,CYP7A1-METH,Gene-METH,CYP7A1 promoter
2597,CYP8B1-METH,Gene-METH,CYP8B1 promoter
2598,CYSLTR1-METH,Gene-METH,CYSLTR1 promoter
2599,CYSLTR2-METH,Gene-METH,CYSLTR2 promoter
2600,CYTH1-METH,Gene-METH,CYTH1 promoter
2601,CYTH2-METH,Gene-METH,CYTH2 promoter
2602,CYTH3-METH,Gene-METH,CYTH3 promoter
2603,CYTH4-METH,Gene-METH,CYTH4 promoter
2604,DAAM1-METH,Gene-METH,DAAM1 promoter
2605,DAAM2-METH,Gene-METH,DAAM2 promoter
2606,DAB2IP-METH,Gene-METH,DAB2IP promoter
2607,DAPP1-METH,Gene-METH,DAPP1 promoter
2608,DAXX-METH,Gene-METH,DAXX promoter
2609,DBI-METH,Gene-METH,DBI promoter
2610,DCHS1-METH,Gene-METH,DCHS1 promoter
2611,DCHS2-METH,Gene-METH,DCHS2 promoter
2612,DCN-METH,Gene-METH,DCN promoter
2613,DDB2-METH,Gene-METH,DDB2 promoter
2614,DDIT3-METH,Gene-METH,DDIT3 promoter
2615,DDIT4-METH,Gene-METH,DDIT4 promoter
2616,DDX3X-METH,Gene-METH,DDX3X promoter
2617,DEFB4A-METH,Gene-METH,DEFB4A promoter
2618,DEFB4B-METH,Gene-METH,DEFB4B promoter
2619,DEPDC5-METH,Gene-METH,DEPDC5 promoter
2620,DEPTOR-METH,Gene-METH,DEPTOR promoter
2621,DHH-METH,Gene-METH,DHH promoter
2622,DHX33-METH,Gene-METH,DHX33 promoter
2623,DHX58-METH,Gene-METH,DHX58 promoter
2624,DIAPH1-METH,Gene-METH,DIAPH1 promoter
2625,DISP1-METH,Gene-METH,DISP1 promoter
2626,DKK1-METH,Gene-METH,DKK1 promoter
2627,DKK2-METH,Gene-METH,DKK2 promoter
2628,DKK4-METH,Gene-METH,DKK4 promoter
2629,DLG1-METH,Gene-METH,DLG1 promoter
2630,DLG2-METH,Gene-METH,DLG2 promoter
2631,DLG3-METH,Gene-METH,DLG3 promoter
2632,DLG4-METH,Gene-METH,DLG4 promoter
2633,DLG5-METH,Gene-METH,DLG5 promoter
2634,DLL1-METH,Gene-METH,DLL1 promoter
2635,DLL3-METH,Gene-METH,DLL3 promoter
2636,DLL4-METH,Gene-METH,DLL4 promoter
2637,DNM1L-METH,Gene-METH,DNM1L promoter
2638,DOCK2-METH,Gene-METH,DOCK2 promoter
2639,DOCK4-METH,Gene-METH,DOCK4 promoter
2640,DRD1-METH,Gene-METH,DRD1 promoter
2641,DRD2-METH,Gene-METH,DRD2 promoter
2642,DRD5-METH,Gene-METH,DRD5 promoter
